874178550701711360	[(1, 1, 0)]
874184868032151554	[(1, 1, 0)]
874185657261842432	[(1, 1, 0)]
874173890167095297	[(1, 1, 0)]
874180837729873922	[(1, 1, 0)]
874173783120257024	[(1, 1, 0)]
874186645725102080	[(0, 1, 0)]
874185002136649728	[(1, 1, 0)]
874182816271147008	[(1, 1, 0)]
874182905630646272	[(1, 1, 0)]
874176480523292673	[(0, 1, 0)]
874182400460431360	[(1, 1, 0)]
874182797606477825	[(1, 1, 0)]
874182077440196609	[(1, 1, 0)]
874176951518457856	[(1, 1, 0)]
874182880464969729	[(1, 1, 1)]
874173786576355330	[(1, 1, 0)]
874181712292581377	[(0, 1, 0)]
874183853736198144	[(1, 1, 0)]
874177873292124160	[(1, 1, 0)]
874177265331912704	[(0, 1, 0)]
874185087004299265	[(1, 1, 0)]
874175132381708288	[(1, 1, 0)]
874177197241708544	[(1, 1, 0)]
874171454765617154	[(1, 1, 0)]
874174486274355201	[(1, 1, 0)]
874185358698700800	[(1, 1, 0)]
874176345999200256	[(1, 1, 0)]
874173557466701828	[(1, 1, 0)]
874170983908823040	[(1, 1, 0)]
874175184416235520	[(1, 1, 0)]
874181345316089856	[(1, 1, 0)]
874185895557054464	[(1, 1, 0)]
874172863925891072	[(1, 1, 0)]
874181996431454208	[(0, 1, 0)]
874180274938036224	[(1, 1, 0)]
874176249270214657	[(0, 1, 0)]
874169739605659649	[(1, 1, 0)]
874183324981440512	[(0, 1, 0)]
874172784318001152	[(1, 1, 0)]
874186097235853313	[(1, 1, 0)]
874175064903528449	[(1, 1, 0)]
874175260576407552	[(1, 1, 0)]
874179423561371648	[(1, 1, 0)]
874170572376330242	[(0, 1, 0)]
874182784146976769	[(0, 1, 0)]
874171441792643072	[(1, 1, 0)]
874186742558892033	[(1, 1, 0)]
874170230595039232	[(0, 1, 0)]
874179376795062273	[(1, 1, 0)]
874174965410521090	[(1, 1, 0)]
874174486010109952	[(1, 1, 0)]
874173885150773248	[(1, 1, 0)]
874171202562084864	[(1, 1, 0)]
874175322492620801	[(1, 1, 0)]
874179729401806848	[(1, 1, 0)]
874180654321225728	[(1, 1, 0)]
874185752204017664	[(1, 1, 0)]
874186763576770560	[(1, 1, 0)]
874177079532699648	[(1, 1, 0)]
874174317696880641	[(1, 1, 0)]
874186430280482816	[(1, 1, 0)]
874184712809365508	[(1, 1, 0)]
874177446253178880	[(1, 1, 0)]
874184669838921728	[(1, 1, 0)]
874184260516761600	[(1, 1, 0)]
874175949482278913	[(1, 0, 0)]
874185546263805952	[(0, 1, 0)]
874174815644643328	[(0, 0, 1)]
874175511773278209	[(1, 1, 0)]
874181952504332289	[(1, 1, 0)]
874182437529690112	[(1, 1, 0)]
874185564777463809	[(1, 1, 0)]
874174034640080896	[(1, 1, 0)]
874182154334347264	[(1, 1, 1)]
874175393636524032	[(0, 1, 0)]
874184784263512065	[(1, 1, 0)]
874171222371647488	[(1, 1, 0)]
874182380898177025	[(1, 1, 0)]
874172324303454209	[(0, 1, 0)]
874177672942845952	[(1, 1, 0)]
874183280756752384	[(1, 1, 0)]
874175054711373824	[(0, 0, 1)]
874174275464437761	[(1, 1, 0)]
874170441207758849	[(1, 1, 0)]
874185390474706944	[(1, 1, 0)]
874183297005490176	[(1, 1, 0)]
874174486257467392	[(1, 1, 0)]
874176774728495104	[(1, 1, 0)]
874178029639135233	[(1, 1, 0)]
874179988890767360	[(1, 1, 0)]
874184230405718016	[(0, 1, 0)]
874176118206738433	[(1, 1, 0)]
874169859873005568	[(1, 1, 0)]
874179271320903680	[(1, 1, 0)]
874174486148526080	[(1, 1, 0)]
874181597020512257	[(1, 1, 0)]
874178772349501440	[(1, 1, 0)]
874176147914989568	[(1, 1, 0)]
874176700527112192	[(1, 1, 0)]
874181566221516800	[(1, 1, 0)]
874170225180254208	[(1, 1, 0)]
874172166564196352	[(1, 1, 0)]
874173711523262466	[(0, 1, 0)]
874183607820185600	[(1, 1, 0)]
874181881247408128	[(1, 1, 0)]
874175773023899648	[(1, 1, 0)]
874179457405394944	[(1, 1, 0)]
874178981234454528	[(1, 1, 0)]
874183697326522368	[(1, 1, 0)]
874174784468398080	[(1, 1, 0)]
874184323871768576	[(1, 1, 0)]
874185347374006272	[(0, 1, 0)]
874182400540069888	[(1, 1, 0)]
874184670463889408	[(1, 1, 0)]
874174326085308416	[(1, 1, 0)]
874183468862910469	[(1, 1, 1)]
874180960954327040	[(1, 1, 0)]
874182400603033600	[(1, 1, 0)]
874170347481944066	[(1, 1, 0)]
874175835820900352	[(1, 1, 0)]
874176656730095616	[(1, 1, 0)]
874182509776523265	[(1, 1, 0)]
874183648903299072	[(1, 1, 0)]
874178290629697536	[(1, 1, 0)]
874175722851639298	[(1, 1, 0)]
874180257984593920	[(1, 1, 0)]
874179818107133952	[(0, 1, 0)]
874175347935334400	[(0, 1, 0)]
874176771842871296	[(1, 1, 0)]
874178016825548800	[(1, 1, 0)]
874183558105100289	[(1, 1, 0)]
874183162951323648	[(1, 1, 0)]
874174573004021760	[(1, 1, 0)]
874180886891290625	[(1, 1, 0)]
874174018907021312	[(1, 1, 0)]
874186756366639105	[(1, 1, 0)]
874183296963428352	[(1, 1, 0)]
874179664239108096	[(1, 1, 0)]
874177127603511296	[(1, 1, 0)]
874178981360271360	[(1, 1, 0)]
874181745880571905	[(0, 1, 0)]
874178235939946496	[(1, 1, 0)]
874182144431607810	[(1, 1, 0)]
874173416185757696	[(1, 1, 0)]
874174904337346560	[(1, 1, 0)]
874173823280664576	[(1, 1, 0)]
